date,symbol,open,high,low,close,volume,amount,is_suspended,limit_up,limit_down
2024-02-01,000001.SH,3318.586072,3325.223244,3308.040117,3314.669456,1002860,10000000,False,False,False
2024-02-01,588000.SH,1.003182,1.006275,1.001175,1.004266,1020860,10000000,False,False,False
2024-02-01,510300.SH,3.985556,3.996916,3.977585,3.988939,1038860,10000000,False,False,False
2024-02-01,159915.SZ,1.983493,1.987868,1.979527,1.9839,1056860,10000000,False,False,False
2024-02-02,000001.SH,3311.864515,3318.488244,3303.163254,3309.782819,1002990,10000000,False,False,False
2024-02-02,588000.SH,1.003357,1.005661,1.00135,1.003654,1020990,10000000,False,False,False
2024-02-02,510300.SH,3.988411,3.996387,3.97765,3.985622,1038990,10000000,False,False,False
2024-02-02,159915.SZ,1.985413,1.989384,1.980088,1.984056,1056990,10000000,False,False,False
2024-02-05,000001.SH,3306.785552,3313.399123,3298.407576,3305.017611,1003120,10000000,False,False,False
2024-02-05,588000.SH,1.003521,1.005528,1.000013,1.002017,1021120,10000000,False,False,False
2024-02-05,510300.SH,3.988661,3.996638,3.974778,3.982744,1039120,10000000,False,False,False
2024-02-05,159915.SZ,1.985954,1.990285,1.981982,1.986312,1057120,10000000,False,False,False
2024-02-06,000001.SH,3304.580186,3311.189346,3248.931462,3255.442347,1003250,10000000,False,False,False
2024-02-06,588000.SH,1.002781,1.004787,0.980766,0.982732,1021250,10000000,False,False,False
2024-02-06,510300.SH,3.986553,3.994526,3.892569,3.90037,1039250,10000000,False,False,False
2024-02-06,159915.SZ,1.986851,1.990824,1.940647,1.944537,1057250,10000000,False,False,False
2024-02-07,000001.SH,3257.924812,3264.440661,3247.277011,3253.78458,1003380,10000000,False,False,False
2024-02-07,588000.SH,0.983672,0.985639,0.980483,0.982448,1021380,10000000,False,False,False
2024-02-07,510300.SH,3.901426,3.917829,3.893623,3.910009,1039380,10000000,False,False,False
2024-02-07,159915.SZ,1.943246,1.954131,1.93936,1.950231,1057380,10000000,False,False,False
2024-02-08,000001.SH,3256.896421,3263.410214,3247.877666,3254.386439,1003510,10000000,False,False,False
2024-02-08,588000.SH,0.982714,0.986272,0.980749,0.984303,1021510,10000000,False,False,False
2024-02-08,510300.SH,3.907414,3.931537,3.8996,3.92369,1039510,10000000,False,False,False
2024-02-08,159915.SZ,1.948304,1.957441,1.944407,1.953534,1057510,10000000,False,False,False
2024-02-09,000001.SH,3255.268071,3263.631298,3248.757535,3257.117064,1003640,10000000,False,False,False
2024-02-09,588000.SH,0.98365,0.9897,0.981683,0.987725,1021640,10000000,False,False,False
2024-02-09,510300.SH,3.919813,3.942445,3.911974,3.934576,1039640,10000000,False,False,False
2024-02-09,159915.SZ,1.952745,1.95665,1.948064,1.951968,1057640,10000000,False,False,False
2024-02-12,000001.SH,3254.955531,3267.910526,3248.44562,3261.38775,1003770,10000000,False,False,False
2024-02-12,588000.SH,0.986749,0.99303,0.984776,0.991048,1021770,10000000,False,False,False
2024-02-12,510300.SH,3.932986,3.944411,3.92512,3.936538,1039770,10000000,False,False,False
2024-02-12,159915.SZ,1.953044,1.956951,1.941824,1.945716,1057770,10000000,False,False,False
2024-02-13,000001.SH,3258.165396,3272.809006,3251.649065,3266.276453,1003900,10000000,False,False,False
2024-02-13,588000.SH,0.990648,0.994547,0.988667,0.992562,1021900,10000000,False,False,False
2024-02-13,510300.SH,3.938709,3.946586,3.920524,3.928381,1039900,10000000,False,False,False
2024-02-13,159915.SZ,1.947661,1.951557,1.933831,1.937706,1057900,10000000,False,False,False
2024-02-14,000001.SH,3264.956755,3277.265498,3258.426841,3270.724049,1004030,10000000,False,False,False
2024-02-14,588000.SH,0.993109,0.995095,0.989651,0.991635,1022030,10000000,False,False,False
2024-02-14,510300.SH,3.932309,3.940173,3.906891,3.91472,1040030,10000000,False,False,False
2024-02-14,159915.SZ,1.938732,1.942609,1.927894,1.931757,1058030,10000000,False,False,False
2024-02-15,000001.SH,3272.527614,3280.310347,3265.982559,3273.762822,1004160,10000000,False,False,False
2024-02-15,588000.SH,0.992626,0.994611,0.987118,0.989096,1022160,10000000,False,False,False
2024-02-15,510300.SH,3.916791,3.924625,3.894974,3.90278,1040160,10000000,False,False,False
2024-02-15,159915.SZ,1.93093,1.934792,1.926303,1.930163,1058160,10000000,False,False,False
2024-02-16,000001.SH,3277.036296,3283.590368,3268.179154,3274.728612,1004290,10000000,False,False,False
2024-02-16,588000.SH,0.989619,0.991598,0.984598,0.986571,1022290,10000000,False,False,False
2024-02-16,510300.SH,3.901109,3.908911,3.889765,3.89756,1040290,10000000,False,False,False
2024-02-16,159915.SZ,1.928249,1.936333,1.924392,1.932468,1058290,10000000,False,False,False
2024-02-19,000001.SH,3276.461214,3283.014136,3266.861945,3273.408763,1004420,10000000,False,False,False
2024-02-19,588000.SH,0.986149,0.988121,0.983335,0.985306,1022420,10000000,False,False,False
2024-02-19,510300.SH,3.893694,3.90677,3.885907,3.898972,1040420,10000000,False,False,False
2024-02-19,159915.SZ,1.931224,1.940047,1.927362,1.936175,1058420,10000000,False,False,False
2024-02-20,000001.SH,3272.007146,3278.55116,3263.550373,3270.090554,1004550,10000000,False,False,False
2024-02-20,588000.SH,0.984329,0.987343,0.98236,0.985373,1022550,10000000,False,False,False
2024-02-20,510300.SH,3.896463,3.910613,3.88867,3.902808,1040550,10000000,False,False,False
2024-02-20,159915.SZ,1.936749,1.942655,1.932875,1.938777,1058550,10000000,False,False,False
2024-02-21,000001.SH,3266.847348,3273.381042,3258.966718,3265.497714,1004680,10000000,False,False,False
2024-02-21,588000.SH,0.984739,0.987787,0.982769,0.985815,1022680,10000000,False,False,False
2024-02-21,510300.SH,3.903964,3.912377,3.896156,3.904568,1040680,10000000,False,False,False
2024-02-21,159915.SZ,1.940646,1.944527,1.935704,1.939583,1058680,10000000,False,False,False
2024-02-22,000001.SH,3263.396241,3269.923034,3254.108483,3260.629742,1004810,10000000,False,False,False
2024-02-22,588000.SH,0.986108,0.98808,0.983592,0.985563,1022810,10000000,False,False,False
2024-02-22,510300.SH,3.908331,3.916148,3.895399,3.903205,1040810,10000000,False,False,False
2024-02-22,159915.SZ,1.941028,1.94491,1.936098,1.939978,1058810,10000000,False,False,False
2024-02-23,000001.SH,3261.59609,3268.119283,3205.296856,3211.720296,1004940,10000000,False,False,False
2024-02-23,588000.SH,0.986513,0.988486,0.965447,0.967381,1022940,10000000,False,False,False
2024-02-23,510300.SH,3.906114,3.913926,3.811668,3.819306,1040940,10000000,False,False,False
2024-02-23,159915.SZ,1.93967,1.943549,1.892134,1.895926,1058940,10000000,False,False,False
2024-02-26,000001.SH,3214.815737,3221.245369,3202.909736,3209.328393,1005070,10000000,False,False,False
2024-02-26,588000.SH,0.968102,0.970038,0.964286,0.966219,1023070,10000000,False,False,False
2024-02-26,510300.SH,3.818701,3.830061,3.811063,3.822416,1041070,10000000,False,False,False
2024-02-26,159915.SZ,1.894188,1.903738,1.8904,1.899938,1059070,10000000,False,False,False
2024-02-27,000001.SH,3211.719706,3218.143145,3202.671749,3209.089929,1005200,10000000,False,False,False
2024-02-27,588000.SH,0.966065,0.968264,0.964133,0.966331,1023200,10000000,False,False,False
2024-02-27,510300.SH,3.818913,3.839268,3.811275,3.831605,1041200,10000000,False,False,False
2024-02-27,159915.SZ,1.898357,1.908194,1.894561,1.904385,1059200,10000000,False,False,False
2024-02-28,000001.SH,3208.580894,3217.4768,3202.163732,3211.05469,1005330,10000000,False,False,False
2024-02-28,588000.SH,0.965445,0.970302,0.963515,0.968365,1023330,10000000,False,False,False
2024-02-28,510300.SH,3.828418,3.85137,3.820761,3.843683,1041330,10000000,False,False,False
2024-02-28,159915.SZ,1.904419,1.910135,1.90061,1.906322,1059330,10000000,False,False,False
2024-02-29,000001.SH,3208.111689,3221.228464,3201.695466,3214.798866,1005460,10000000,False,False,False
2024-02-29,588000.SH,0.967559,0.973621,0.965624,0.971677,1023460,10000000,False,False,False
2024-02-29,510300.SH,3.843751,3.859882,3.836063,3.852178,1041460,10000000,False,False,False
2024-02-29,159915.SZ,1.907944,1.91176,1.899847,1.903655,1059460,10000000,False,False,False
2024-03-01,000001.SH,3212.124878,3225.9538,3205.700628,3219.514771,1005590,10000000,False,False,False
2024-03-01,588000.SH,0.971695,0.976573,0.969751,0.974624,1023590,10000000,False,False,False
2024-03-01,510300.SH,3.855456,3.863167,3.843924,3.851628,1041590,10000000,False,False,False
2024-03-01,159915.SZ,1.905371,1.909182,1.893091,1.896884,1059590,10000000,False,False,False
2024-03-04,000001.SH,3219.571762,3230.630532,3213.132619,3224.182168,1005720,10000000,False,False,False
2024-03-04,588000.SH,0.975453,0.977555,0.973502,0.975603,1023720,10000000,False,False,False
2024-03-04,510300.SH,3.855101,3.862811,3.833867,3.84155,1041720,10000000,False,False,False
2024-03-04,159915.SZ,1.897119,1.900913,1.885283,1.889061,1059720,10000000,False,False,False
2024-03-05,000001.SH,3226.925636,3234.242745,3220.471785,3227.787171,1005850,10000000,False,False,False
2024-03-05,588000.SH,0.976483,0.978436,0.972194,0.974142,1023850,10000000,False,False,False
2024-03-05,510300.SH,3.842025,3.849709,3.819379,3.827033,1041850,10000000,False,False,False
2024-03-05,159915.SZ,1.88761,1.891385,1.880122,1.88389,1059850,10000000,False,False,False
2024-03-06,000001.SH,3230.697952,3237.159348,3223.084094,3229.543181,1005980,10000000,False,False,False
2024-03-06,588000.SH,0.974262,0.976211,0.969263,0.971205,1023980,10000000,False,False,False
2024-03-06,510300.SH,3.824093,3.831741,3.807743,3.815374,1041980,10000000,False,False,False
2024-03-06,159915.SZ,1.882093,1.887175,1.878329,1.883408,1059980,10000000,False,False,False
2024-03-07,000001.SH,3229.942266,3236.40215,3222.606963,3229.065093,1006110,10000000,False,False,False
2024-03-07,588000.SH,0.970459,0.9724,0.966551,0.968488,1024110,10000000,False,False,False
2024-03-07,510300.SH,3.811735,3.819358,3.803708,3.811331,1042110,10000000,False,False,False
2024-03-07,159915.SZ,1.882914,1.890654,1.879148,1.88688,1060110,10000000,False,False,False
2024-03-08,000001.SH,3226.584349,3233.037517,3220.003106,3226.456018,1006240,10000000,False,False,False
2024-03-08,588000.SH,0.967565,0.9695,0.965302,0.967236,1024240,10000000,False,False,False
2024-03-08,510300.SH,3.810331,3.822084,3.80271,3.814455,1042240,10000000,False,False,False
2024-03-08,159915.SZ,1.888145,1.895375,1.884369,1.891592,1060240,10000000,False,False,False
2024-03-11,000001.SH,3223.378777,3229.825534,3215.8405,3222.285071,1006370,10000000,False,False,False
2024-03-11,588000.SH,0.966982,0.969421,0.965048,0.967486,1024370,10000000,False,False,False
2024-03-11,510300.SH,3.817012,3.827849,3.809378,3.820209,1042370,10000000,False,False,False
2024-03-11,159915.SZ,1.893458,1.898688,1.889671,1.894898,1060370,10000000,False,False,False
2024-03-12,000001.SH,3221.439624,3227.882503,3211.025991,3217.460913,1006500,10000000,False,False,False
2024-03-12,588000.SH,0.968135,0.970181,0.966198,0.968244,1024500,10000000,False,False,False
2024-03-12,510300.SH,3.823978,3.831626,3.81618,3.823828,1042500,10000000,False,False,False
2024-03-12,159915.SZ,1.895648,1.899815,1.891857,1.896023,1060500,10000000,False,False,False
2024-03-13,000001.SH,3219.617349,3226.056584,3206.604918,3213.03098,1006630,10000000,False,False,False
2024-03-13,588000.SH,0.9692,0.971138,0.966467,0.968404,1024630,10000000,False,False,False
2024-03-13,510300.SH,3.825342,3.832992,3.816361,3.824009,1042630,10000000,False,False,False
2024-03-13,159915.SZ,1.894964,1.900081,1.891174,1.896289,1060630,10000000,False,False,False
2024-03-14,000001.SH,3216.201045,3222.633447,3203.533075,3209.952981,1006760,10000000,False,False,False
2024-03-14,588000.SH,0.968787,0.970725,0.965762,0.967697,1024760,10000000,False,False,False
2024-03-14,510300.SH,3.821872,3.83125,3.814229,3.823603,1042760,10000000,False,False,False
2024-03-14,159915.SZ,1.894393,1.901437,1.890604,1.897642,1060760,10000000,False,False,False
2024-03-15,000001.SH,3211.223882,3217.64633,3155.480079,3161.803687,1006890,10000000,False,False,False
2024-03-15,588000.SH,0.967156,0.96909,0.947171,0.949069,1024890,10000000,False,False,False
2024-03-15,510300.SH,3.81978,3.82742,3.737455,3.744945,1042890,10000000,False,False,False
2024-03-15,159915.SZ,1.896652,1.900446,1.85425,1.857966,1060890,10000000,False,False,False
2024-03-18,000001.SH,3160.036905,3169.290378,3153.716831,3162.96445,1007020,10000000,False,False,False
2024-03-18,588000.SH,0.94812,0.951348,0.946224,0.949449,1025020,10000000,False,False,False
2024-03-18,510300.SH,3.742992,3.760605,3.735506,3.753099,1043020,10000000,False,False,False
2024-03-18,159915.SZ,1.858777,1.864875,1.855059,1.861153,1061020,10000000,False,False,False
2024-03-19,000001.SH,3159.802259,3172.415242,3153.482655,3166.083076,1007150,10000000,False,False,False
2024-03-19,588000.SH,0.948954,0.953414,0.947056,0.951511,1025150,10000000,False,False,False
2024-03-19,510300.SH,3.754736,3.770724,3.747226,3.763197,1043150,10000000,False,False,False
2024-03-19,159915.SZ,1.863001,1.866727,1.858157,1.861881,1061150,10000000,False,False,False
2024-03-20,000001.SH,3164.431802,3176.828135,3158.102938,3170.48716,1007280,10000000,False,False,False
2024-03-20,588000.SH,0.951926,0.956484,0.950022,0.954575,1025280,10000000,False,False,False
2024-03-20,510300.SH,3.766934,3.776763,3.7594,3.769224,1043280,10000000,False,False,False
2024-03-20,159915.SZ,1.863067,1.866793,1.854687,1.858403,1061280,10000000,False,False,False
2024-03-21,000001.SH,3171.870015,3181.575576,3165.526275,3175.225126,1007410,10000000,False,False,False
2024-03-21,588000.SH,0.955522,0.958963,0.953611,0.957049,1025410,10000000,False,False,False
2024-03-21,510300.SH,3.771624,3.779168,3.758873,3.766406,1043410,10000000,False,False,False
2024-03-21,159915.SZ,1.857837,1.861553,1.84777,1.851472,1061410,10000000,False,False,False
2024-03-22,000001.SH,3178.37772,3185.627928,3172.020965,3179.269389,1007540,10000000,False,False,False
2024-03-22,588000.SH,0.957658,0.959573,0.955551,0.957466,1025540,10000000,False,False,False
2024-03-22,510300.SH,3.765258,3.772788,3.747407,3.754916,1043540,10000000,False,False,False
2024-03-22,159915.SZ,1.849684,1.853383,1.840487,1.844175,1061540,10000000,False,False,False
2024-03-25,000001.SH,3181.293751,3188.102436,3174.931163,3181.738958,1007670,10000000,False,False,False
2024-03-25,588000.SH,0.957174,0.959088,0.953605,0.955516,1025670,10000000,False,False,False
2024-03-25,510300.SH,3.751289,3.758791,3.732709,3.740189,1043670,10000000,False,False,False
2024-03-25,159915.SZ,1.842812,1.846498,1.836355,1.840035,1061670,10000000,False,False,False
2024-03-26,000001.SH,3180.76913,3188.457585,3174.407592,3182.093398,1007800,10000000,False,False,False
2024-03-26,588000.SH,0.954593,0.956502,0.950384,0.952288,1025800,10000000,False,False,False
2024-03-26,510300.SH,3.737424,3.744899,3.72199,3.729449,1043800,10000000,False,False,False
2024-03-26,159915.SZ,1.840343,1.844464,1.836662,1.840782,1061800,10000000,False,False,False
2024-03-27,000001.SH,3179.019121,3186.614228,3172.661083,3180.253721,1007930,10000000,False,False,False
2024-03-27,588000.SH,0.951584,0.953488,0.947621,0.94952,1025930,10000000,False,False,False
2024-03-27,510300.SH,3.730073,3.737533,3.719626,3.72708,1043930,10000000,False,False,False
2024-03-27,159915.SZ,1.842476,1.849073,1.838791,1.845382,1061930,10000000,False,False,False
2024-03-28,000001.SH,3177.902938,3184.258744,3170.267704,3176.620946,1008060,10000000,False,False,False
2024-03-28,588000.SH,0.949679,0.951578,0.946528,0.948425,1026060,10000000,False,False,False
2024-03-28,510300.SH,3.730509,3.739642,3.723048,3.732177,1044060,10000000,False,False,False
2024-03-28,159915.SZ,1.846908,1.854611,1.843214,1.850909,1062060,10000000,False,False,False
2024-03-29,000001.SH,3177.152572,3183.506877,3165.643152,3171.987126,1008190,10000000,False,False,False
2024-03-29,588000.SH,0.949298,0.951196,0.947079,0.948977,1026190,10000000,False,False,False
2024-03-29,510300.SH,3.735263,3.747302,3.727793,3.739822,1044190,10000000,False,False,False
2024-03-29,159915.SZ,1.85086,1.858326,1.847159,1.854617,1062190,10000000,False,False,False
2024-04-01,000001.SH,3174.905437,3181.255248,3161.025058,3167.359778,1008320,10000000,False,False,False
2024-04-01,588000.SH,0.949762,0.952021,0.947862,0.950121,1026320,10000000,False,False,False
2024-04-01,510300.SH,3.739723,3.752481,3.732243,3.744991,1044320,10000000,False,False,False
2024-04-01,159915.SZ,1.85303,1.859417,1.849324,1.855705,1062320,10000000,False,False,False
2024-04-02,000001.SH,3169.978642,3176.318599,3157.413448,3163.74093,1008450,10000000,False,False,False
2024-04-02,588000.SH,0.950095,0.9526,0.948195,0.950699,1026450,10000000,False,False,False
2024-04-02,510300.SH,3.741787,3.753677,3.734304,3.746185,1044450,10000000,False,False,False
2024-04-02,159915.SZ,1.854039,1.859223,1.850331,1.855512,1062450,10000000,False,False,False
2024-04-03,000001.SH,3163.656929,3169.984243,3155.586901,3161.910723,1008580,10000000,False,False,False
2024-04-03,588000.SH,0.949886,0.952292,0.947986,0.950392,1026580,10000000,False,False,False
2024-04-03,510300.SH,3.742821,3.753558,3.735335,3.746066,1044580,10000000,False,False,False
2024-04-03,159915.SZ,1.855299,1.859737,1.851588,1.856025,1062580,10000000,False,False,False
2024-04-04,000001.SH,3159.205645,3165.524056,3108.253098,3114.482062,1008710,10000000,False,False,False
2024-04-04,588000.SH,0.949538,0.951437,0.930234,0.932098,1026710,10000000,False,False,False
2024-04-04,510300.SH,3.745636,3.753127,3.661879,3.669218,1044710,10000000,False,False,False
2024-04-04,159915.SZ,1.857461,1.861176,1.813697,1.817331,1062710,10000000,False,False,False
2024-04-05,000001.SH,3111.685482,3123.134066,3105.462111,3116.900265,1008840,10000000,False,False,False
2024-04-05,588000.SH,0.931991,0.934469,0.930127,0.932604,1026840,10000000,False,False,False
2024-04-05,510300.SH,3.672057,3.683236,3.664713,3.675884,1044840,10000000,False,False,False
2024-04-05,159915.SZ,1.81906,1.822982,1.815422,1.819343,1062840,10000000,False,False,False
2024-04-08,000001.SH,3116.542492,3127.111336,3110.309407,3120.869597,1008970,10000000,False,False,False
2024-04-08,588000.SH,0.933326,0.936421,0.931459,0.934552,1026970,10000000,False,False,False
2024-04-08,510300.SH,3.67938,3.691181,3.672021,3.683813,1044970,10000000,False,False,False
2024-04-08,159915.SZ,1.819805,1.823445,1.815464,1.819102,1062970,10000000,False,False,False
2024-04-09,000001.SH,3123.284809,3131.784375,3117.038239,3125.533309,1009100,10000000,False,False,False
2024-04-09,588000.SH,0.93544,0.939131,0.93357,0.937256,1027100,10000000,False,False,False
2024-04-09,510300.SH,3.684749,3.694868,3.677379,3.687493,1045100,10000000,False,False,False
2024-04-09,159915.SZ,1.817871,1.821506,1.811521,1.815151,1063100,10000000,False,False,False
2024-04-10,000001.SH,3128.505862,3136.141208,3122.24885,3129.881445,1009230,10000000,False,False,False
2024-04-10,588000.SH,0.937494,0.941084,0.935619,0.939205,1027230,10000000,False,False,False
2024-04-10,510300.SH,3.684997,3.692367,3.675448,3.682814,1045230,10000000,False,False,False
2024-04-10,159915.SZ,1.813363,1.81699,1.804799,1.808415,1063230,10000000,False,False,False
